jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,11,17,25,20,17,21,15,28,18,13,16,21,12,12,9,5,9,11,5,13,14,22,9,15,""
02,11,22,23,19,25,21,22,9,20,23,18,18,25,15,18,11,11,13,15,13,10,7,12,9,""
03,8,31,24,24,25,37,28,14,23,26,15,19,14,18,12,18,13,21,14,8,19,18,22,17,""
04,30,41,51,51,65,44,51,32,26,45,38,27,16,17,12,10,10,7,11,14,18,8,8,15,""
05,16,19,17,21,24,22,22,17,17,22,10,16,16,14,5,9,11,10,8,15,8,9,6,12,""
06,12,23,16,25,28,12,21,18,18,18,17,22,25,11,6,14,8,11,12,7,12,8,4,6,""
07,7,16,25,19,13,28,17,18,13,9,21,14,7,13,10,9,6,13,5,11,4,11,10,8,""
08,18,18,21,32,25,20,15,16,14,9,14,17,16,11,13,9,11,9,13,8,2,15,4,5,""
09,21,18,23,22,28,25,19,23,12,14,19,23,22,2,8,13,12,4,11,11,11,8,6,16,""
10,15,18,17,26,25,21,19,14,17,16,22,12,12,5,15,10,6,10,11,7,12,8,16,10,""
11,16,28,27,21,26,20,23,12,13,7,17,13,9,11,14,5,16,26,20,22,12,10,9,14,""
12,11,22,14,25,32,14,20,22,12,13,12,18,7,14,9,14,10,14,14,13,13,14,4,12,""
13,16,19,30,25,23,14,19,16,12,12,16,14,7,11,8,7,4,6,17,18,16,7,9,11,""
14,12,17,25,23,19,15,12,19,8,19,6,11,15,16,11,9,8,11,30,14,4,16,13,8,""
15,18,14,18,22,25,15,12,20,17,15,17,18,23,22,11,13,14,3,12,4,10,19,8,15,""
16,13,22,29,15,17,26,16,12,15,9,12,9,16,7,16,5,10,12,16,6,11,14,7,9,""
17,10,21,27,18,10,15,15,17,9,16,15,13,11,12,7,9,10,6,9,7,9,9,12,10,""
18,14,18,27,27,18,19,15,9,13,16,11,13,13,12,13,9,10,16,9,16,13,15,14,7,""
19,10,17,17,26,20,8,16,16,14,14,13,12,11,8,8,14,2,7,14,8,3,14,12,14,""
20,13,9,16,10,25,12,18,15,9,-1,-1,12,18,7,7,13,11,6,2,4,6,11,9,12,""
21,10,18,24,18,16,18,21,15,18,13,16,12,13,15,8,13,10,18,20,13,11,9,8,12,""
22,22,17,27,22,22,23,19,19,19,12,10,15,20,18,15,7,6,11,17,3,8,8,4,13,""
23,15,18,20,28,24,21,22,17,14,20,13,11,12,16,20,11,7,13,13,9,16,12,13,15,""
24,26,15,20,23,26,33,17,11,19,20,12,26,15,15,14,6,15,4,3,7,6,15,10,11,""
25,18,25,21,31,28,16,10,14,14,17,26,17,20,14,11,11,13,5,8,9,16,15,22,14,""
26,11,31,25,27,24,21,16,18,13,19,17,21,9,28,13,18,2,16,11,11,11,16,11,10,""
27,8,24,20,30,33,22,20,16,14,18,11,16,11,13,7,3,14,11,16,15,15,18,7,4,""
28,16,16,19,24,19,13,14,23,23,10,10,16,9,8,10,8,4,11,17,4,0,9,11,15,""
29,13,18,25,24,21,17,16,19,13,25,20,13,15,16,12,8,8,13,24,0,0,0,0,0,""
30,0,0,0,0,0,0,8,13,24,38,24,23,18,16,12,11,7,13,9,5,13,6,12,10,""
31,17,14,9,16,20,14,15,13,12,20,31,21,9,11,11,14,8,6,5,8,19,13,19,-1,""
[E]g`jbfeez8Ihfe'jf',"b"
